species,reproductive.mode,Genus,Family,female.SVL,hatchling.neonate.SVL,female.log,hatch.log,intercept,slope,female_mass,hatchling_mass,femass.log,hatcmass.log,rawFem,rawHatc,largest.clutch,smallest.clutch,largest.mean.clutch.size,smallest.mean.clutch.size,Longitude.centroid..from.Roll.et.al..2017.,Latitude.centroid..from.Roll.et.al..2017.,Activity.time,foraging.mode,diet,Binomial
Emoia_lawesi,Oviparous,Emoia,Scincidae,92.4,32.5,2.0,1.5,-5.125,3.229,293.2,99.8,1.2,-0.24,16.68,0.57,2,1,1.8,1.8,-171.88,-18.47,Diurnal,widely foraging,Carnivorous,Emoia_lawesi
Emoia_nigra,Oviparous,Emoia,Scincidae,102.4,35,2.0,1.5,-5.125,3.229,325.5,107.9,1.4,-0.14,23.24,0.73,5,2,2.9,2.3,142.21,-11.9,Diurnal,widely foraging,Carnivorous,Emoia_nigra
Emoia_samoensis,Oviparous,Emoia,Scincidae,98.5,31,2.0,1.5,-5.125,3.229,312.9,95,1.3,-0.31,20.50,0.49,7,2,5.3,5.3,-172.17,-13.74,Diurnal,widely foraging,Carnivorous,Emoia_samoensis
Enyalioides_cofanorum,Oviparous,Enyalioides,Hoplocercidae,104,56,2.0,1.7,-5.033,3.243,332.2,176.6,1.5,0.64,32.23,4.33,5,2,3,3,-74.44,-2.42,Diurnal,sit and wait,Carnivorous,Enyalioides_cofanorum
Enyalioides_laticeps,Oviparous,Enyalioides,Hoplocercidae,114.6,43,2.1,1.6,-5.033,3.243,366.6,134.4,1.6,0.26,44.15,1.84,11,5,6.3,6.2,-73.13,-3.72,Diurnal,sit and wait,Carnivorous,Enyalioides_laticeps
Enyalius_iheringii,Oviparous,Enyalius,Leiosauridae,106,27.5,2.0,1.4,-5.296,3.389,353.9,87.9,1.6,-0.42,36.96,0.38,18,10,14,13.3,-48.31,-24.96,Diurnal,sit and wait,Carnivorous,Enyalius_iheringii
Enyalius_perditus,Oviparous,Enyalius,Leiosauridae,79.3,29.5,1.9,1.5,-5.296,3.389,263.5,94.7,1.1,-0.31,13.82,0.48,14,3,10.2,7.1,-46.77,-21.49,Diurnal,mixed,Omnivorous,Enyalius_perditus
Eremias_arguta,Oviparous,Eremias,Lacertidae,72,30,1.9,1.5,-4.543,2.951,207.9,84,0.9,-0.18,8.67,0.65,12,1,4.5,3,60.98,47.46,Diurnal,widely foraging,Carnivorous,Eremias_arguta
Eremias_intermedia,Oviparous,Eremias,Lacertidae,52,28,1.7,1.4,-4.543,2.951,148.9,78.1,0.5,-0.27,3.32,0.53,3,1,2,2,64.19,42.01,Diurnal,widely foraging,Carnivorous,Eremias_intermedia
Eremias_multiocellata,Viviparous,Eremias,Lacertidae,58.5,26.2,1.8,1.4,-4.543,2.951,168.1,72.8,0.7,-0.36,4.70,0.44,5,1,3.4,2.3,97.1,41.7,Diurnal,widely foraging,Carnivorous,Eremias_multiocellata
Eremiascincus_fasciolatus,Oviparous,Eremiascincus,Scincidae,69.1,34,1.8,1.5,-5.125,3.229,218,104.7,0.8,-0.18,6.53,0.66,8,2,3.9,3.9,150.71,-25.26,Nocturnal,sit and wait,Carnivorous,Eremiascincus_fasciolatus
Eremiascincus_richardsonii,Oviparous,Eremiascincus,Scincidae,86.3,32.5,1.9,1.5,-5.125,3.229,273.5,99.8,1.1,-0.24,13.38,0.57,8,1,5.5,4.5,131.93,-25.57,Nocturnal,widely foraging,Carnivorous,Eremiascincus_richardsonii
Eublepharis_macularius,Oviparous,Eublepharis,Eublepharidae,118.9,50.5,2.1,1.7,-5.201,3.255,381.8,159.2,1.6,0.34,35.79,2.20,3,1,3,1.8,70.51,28.67,Nocturnal,sit and wait,Carnivorous,Eublepharis_macularius
Eulamprus_quoyii,Viviparous,Eulamprus,Scincidae,102.7,38.6,2.0,1.6,-5.125,3.229,326.5,119.5,1.4,0.00,23.46,1.00,10,2,6.7,4,148.72,-28.84,Diurnal,widely foraging,Omnivorous,Eulamprus_quoyii
Eulamprus_tympanum,Viviparous,Eulamprus,Scincidae,88.1,35.5,1.9,1.6,-5.125,3.229,279.3,109.5,1.2,-0.12,14.30,0.76,9,1,3.9,2.7,145.61,-36.77,Diurnal,widely foraging,Carnivorous,Eulamprus_tympanum
Eutropis_carinata,Oviparous,Eutropis,Scincidae,88.5,28.2,1.9,1.5,-5.125,3.229,280.6,85.9,1.2,-0.44,14.51,0.36,23,2,8,2.5,80.25,22.91,Diurnal,widely foraging,Carnivorous,Eutropis_carinata
Eutropis_indeprensa,Oviparous,Eutropis,Scincidae,55.9,23.6,1.7,1.4,-5.125,3.229,175.4,71.1,0.5,-0.69,3.29,0.20,4,2,2.5,2.5,122.02,10.69,Diurnal,widely foraging,Carnivorous,Eutropis_indeprensa
Eutropis_longicaudata,Oviparous,Eutropis,Scincidae,107.5,41.3,2.0,1.6,-5.125,3.229,342,128.2,1.4,0.09,27.19,1.24,16,1,6.9,6.5,103.64,17.41,Diurnal,widely foraging,Carnivorous,Eutropis_longicaudata
Eutropis_macularia,Oviparous,Eutropis,Scincidae,60.2,22.5,1.8,1.4,-5.125,3.229,189.3,67.5,0.6,-0.76,4.18,0.17,6,1,2.3,2,87.34,20.06,Cathemeral,widely foraging,Carnivorous,Eutropis_macularia
Eutropis_multicarinata,Oviparous,Eutropis,Scincidae,69,29.5,1.8,1.5,-5.125,3.229,217.7,90.1,0.8,-0.38,6.50,0.42,4,1,2.8,2,123.17,11.85,Diurnal,widely foraging,Carnivorous,Eutropis_multicarinata
Eutropis_multifasciata,Viviparous,Eutropis,Scincidae,104.4,38,2.0,1.6,-5.125,3.229,332,117.6,1.4,-0.02,24.74,0.95,10,1,6,3.8,106.65,14.85,Diurnal,widely foraging,Carnivorous,Eutropis_multifasciata
Gallotia_atlantica,Oviparous,Gallotia,Lacertidae,61,30.1,1.8,1.5,-4.543,2.951,175.5,84.3,0.7,-0.18,5.32,0.66,6,1,2.7,1.7,-13.94,28.6,Diurnal,sit and wait,Omnivorous,Gallotia_atlantica
Gallotia_caesaris,Oviparous,Gallotia,Lacertidae,73,33.2,1.9,1.5,-4.543,2.951,210.9,93.4,1.0,-0.05,9.03,0.88,5,1,3.8,2.5,-17.56,27.95,Diurnal,widely foraging,Omnivorous,Gallotia_caesaris
Gambelia_sila,Oviparous,Gambelia,Crotaphytidae,97.5,45,2.0,1.7,-1.528,1.569,151.4,69.1,1.6,1.07,39.15,11.64,6,1,3.4,2.9,-120.06,36.12,Diurnal,mixed,Carnivorous,Gambelia_sila
Gambelia_wislizenii,Oviparous,Gambelia,Crotaphytidae,110.5,44,2.0,1.6,-1.528,1.569,171.8,67.5,1.7,1.05,47.65,11.24,14,1,7.6,2.7,-112.18,35.5,Diurnal,sit and wait,Carnivorous,Gambelia_wislizenii
Gehyra_insulensis,Oviparous,Gehyra,Gekkonidae,46,20.5,1.7,1.3,-4.242,2.761,122.8,52.4,0.3,-0.62,2.23,0.24,2,2,2,2,136.42,-5.57,Nocturnal,sit and wait,Carnivorous,Gehyra_insulensis
Gehyra_mutilata,Oviparous,Gehyra,Gekkonidae,51.1,20.5,1.7,1.3,-4.242,2.761,136.8,52.4,0.5,-0.62,2.99,0.24,3,1,2,1.8,106.37,11.04,Nocturnal,sit and wait,Omnivorous,Gehyra_mutilata
Gehyra_oceanica,Oviparous,Gehyra,Gekkonidae,74.8,31,1.9,1.5,-4.242,2.761,202.3,81.3,0.9,-0.12,8.55,0.75,2,1,2,1.6,140.12,-11.55,Nocturnal,sit and wait,Carnivorous,Gehyra_oceanica
Gehyra_variegata,Oviparous,Gehyra,Gekkonidae,49.3,23,1.7,1.4,-4.242,2.761,131.9,59.3,0.4,-0.48,2.70,0.33,2,1,1,1,136.59,-28.92,Nocturnal,mixed,Carnivorous,Gehyra_variegata
Gekko_gecko,Oviparous,Gekko,Gekkonidae,129.7,45,2.1,1.7,-4.242,2.761,353.9,120,1.6,0.32,39.07,2.10,3,1,2,2,104.18,13.94,Nocturnal,mixed,Carnivorous,Gekko_gecko
Gekko_vittatus,Oviparous,Gekko,Gekkonidae,99,37,2.0,1.6,-4.242,2.761,269.1,97.9,1.3,0.09,18.53,1.22,2,1,2,2,138.42,-5.7,Nocturnal,widely foraging,Carnivorous,Gekko_vittatus
Gerrhonotus_infernalis,Oviparous,Gerrhonotus,Anguidae,127.7,36.5,2.1,1.6,-5.765,3.48,438.6,121.3,1.6,-0.33,36.69,0.47,31,5,19.6,18,-101.7,27,Cathemeral,widely foraging,Carnivorous,Gerrhonotus_infernalis
Gerrhosaurus_flavigularis,Oviparous,Gerrhosaurus,Gerrhosauridae,131,46.8,2.1,1.7,-4.783,3.085,399.4,139.6,1.7,0.37,56.08,2.34,8,3,5,4,31.73,-17.56,Diurnal,widely foraging,Carnivorous,Gerrhosaurus_flavigularis
Gonatodes_albogularis,Oviparous,Gonatodes,Sphaerodactylidae,40.7,18.3,1.6,1.3,-4.558,2.97,116.3,49.8,0.2,-0.81,1.67,0.16,2,1,2,1,-78.25,10.2,Diurnal,sit and wait,Carnivorous,Gonatodes_albogularis
Gonatodes_concinnatus,Oviparous,Gonatodes,Sphaerodactylidae,42,18.5,1.6,1.3,-4.558,2.97,120.2,50.4,0.3,-0.79,1.83,0.16,1,1,1,1,-72.66,0.46,Diurnal,sit and wait,Carnivorous,Gonatodes_concinnatus
Gonatodes_hasemani,Oviparous,Gonatodes,Sphaerodactylidae,41.6,21.7,1.6,1.3,-4.558,2.97,119,59.9,0.3,-0.59,1.78,0.26,1,1,1,1,-64.62,-8.71,Diurnal,sit and wait,Carnivorous,Gonatodes_hasemani
Gonatodes_humeralis,Oviparous,Gonatodes,Sphaerodactylidae,35.3,17,1.5,1.2,-4.558,2.97,100.3,45.9,0.0,-0.90,1.09,0.12,2,1,1.7,1,-60.83,-4.82,Diurnal,sit and wait,Carnivorous,Gonatodes_humeralis
Gonatodes_vittatus,Oviparous,Gonatodes,Sphaerodactylidae,29.8,15.5,1.5,1.2,-4.558,2.97,83.9,41.5,-0.2,-1.02,0.66,0.09,2,1,2,1,-67.48,9.89,Diurnal,sit and wait,Carnivorous,Gonatodes_vittatus
Goniurosaurus_araneus,Oviparous,Goniurosaurus,Eublepharidae,109.9,47.5,2.0,1.7,-5.201,3.255,352.5,149.4,1.4,0.26,27.70,1.81,2,1,2,2,106.5,22.55,Nocturnal,widely foraging,Carnivorous,Goniurosaurus_araneus
Goniurosaurus_kuroiwae,Oviparous,Goniurosaurus,Eublepharidae,87.7,34,1.9,1.5,-5.201,3.255,280.3,105.5,1.1,-0.22,13.29,0.61,2,2,2,2,128.06,26.7,Nocturnal,widely foraging,Carnivorous,Goniurosaurus_kuroiwae
Gowidon_longirostris,Oviparous,Gowidon,Agamidae,92.1,28.5,2.0,1.5,-4.686,3.105,281.3,83.8,1.4,-0.17,25.88,0.68,15,3,5.5,3.9,125.59,-24.52,Diurnal,sit and wait,Carnivorous,Gowidon_longirostris
Gowidon_temporalis,Oviparous,Gowidon,Agamidae,84.9,37,1.9,1.6,-4.686,3.105,258.9,110.2,1.3,0.18,20.10,1.52,8,2,4.5,4.5,134.9,-13.35,Diurnal,sit and wait,Carnivorous,Gowidon_temporalis
Gymnodactylus_amarali,Oviparous,Gymnodactylus,Phyllodactylidae,44.5,20,1.6,1.3,-4.482,2.945,126.6,54.4,0.4,-0.65,2.36,0.22,2,1,1.8,1.7,-47.57,-12.48,Nocturnal,sit and wait,Carnivorous,Gymnodactylus_amarali
Gymnodactylus_geckoides,Oviparous,Gymnodactylus,Phyllodactylidae,40.2,20.3,1.6,1.3,-4.482,2.945,113.9,55.3,0.2,-0.63,1.75,0.23,2,1,2,1,-39.39,-9.12,Cathemeral,mixed,Carnivorous,Gymnodactylus_geckoides
Gymnophthalmus_speciosus,Oviparous,Gymnophthalmus,Gymnophthalmidae,41.7,17.5,1.6,1.2,-5.178,3.302,132.5,52.6,0.2,-1.07,1.48,0.08,4,1,2,1.8,-74.24,9.06,Diurnal,widely foraging,Carnivorous,Gymnophthalmus_speciosus
Gymnophthalmus_underwoodi,Oviparous,Gymnophthalmus,Gymnophthalmidae,38,17.5,1.6,1.2,-5.178,3.302,120.3,52.6,0.0,-1.07,1.09,0.08,6,1,2,1.9,-57.84,3.06,Diurnal,widely foraging,Carnivorous,Gymnophthalmus_underwoodi
Heliobolus_lugubris,Oviparous,Heliobolus,Lacertidae,58.9,20.5,1.8,1.3,-4.543,2.951,169.3,56,0.7,-0.67,4.79,0.21,6,1,3.9,3.4,21.32,-20.86,Diurnal,widely foraging,Carnivorous,Heliobolus_lugubris
Hellenolacerta_graeca,Oviparous,Hellenolacerta,Lacertidae,77.5,28.5,1.9,1.5,-4.543,2.951,224.2,79.6,1.0,-0.25,10.77,0.56,6,1,4,3,22.27,37.5,Diurnal,sit and wait,Carnivorous,Hellenolacerta_graeca
Heloderma_horridum,Oviparous,Heloderma,Helodermatidae,363.9,121,2.6,2.1,-5.058,3.145,1139.4,375.5,3.0,1.49,991.49,31.07,22,2,9,7,-102.91,20.97,Cathemeral,widely foraging,Carnivorous,Heloderma_horridum
Heloderma_suspectum,Oviparous,Heloderma,Helodermatidae,299.7,136.5,2.5,2.1,-5.058,3.145,937.5,424.2,2.7,1.66,538.49,45.39,13,1,5.7,5,-111.69,32.2,Cathemeral,widely foraging,Carnivorous,Heloderma_suspectum
Hemicordylus_capensis,Viviparous,Hemicordylus,Cordylidae,95.9,44.7,2.0,1.7,-5.747,3.589,338.4,154.7,1.4,0.18,23.21,1.50,3,1,2.5,2,20.36,-33.11,Diurnal,sit and wait,Carnivorous,Hemicordylus_capensis
Hemidactylus_brasilianus,Oviparous,Hemidactylus,Gekkonidae,47.8,21.4,1.7,1.3,-4.242,2.761,127.7,54.8,0.4,-0.57,2.48,0.27,2,1,2,1.8,-41.99,-10.37,Nocturnal,sit and wait,Carnivorous,Hemidactylus_brasilianus
Hemidactylus_brookii,Oviparous,Hemidactylus,Gekkonidae,49.6,22.9,1.7,1.4,-4.242,2.761,132.7,59,0.4,-0.49,2.75,0.33,2,1,2,2,89.97,17.34,Nocturnal,sit and wait,Carnivorous,Hemidactylus_brookii
Hemidactylus_flaviviridis,Oviparous,Hemidactylus,Gekkonidae,62.9,25.5,1.8,1.4,-4.242,2.761,169.4,66.2,0.7,-0.36,5.30,0.44,3,1,2,2,70.71,23.92,Cathemeral,widely foraging,Carnivorous,Hemidactylus_flaviviridis
Hemidactylus_frenatus,Oviparous,Hemidactylus,Gekkonidae,52.7,21,1.7,1.3,-4.242,2.761,141.3,53.7,0.5,-0.59,3.25,0.26,2,1,2,1.9,104.19,11.35,Nocturnal,mixed,Carnivorous,Hemidactylus_frenatus
Hemidactylus_garnotii,Oviparous,Hemidactylus,Gekkonidae,52,23.5,1.7,1.4,-4.242,2.761,139.3,60.6,0.5,-0.46,3.13,0.35,2,1,2,2,108.22,11.93,Nocturnal,sit and wait,Carnivorous,Hemidactylus_garnotii
Hemidactylus_hunae,Oviparous,Hemidactylus,Gekkonidae,112.4,31,2.1,1.5,-4.242,2.761,306.1,81.3,1.4,-0.12,26.31,0.75,3,1,2,2,81.52,6.99,Nocturnal,widely foraging,Carnivorous,Hemidactylus_hunae
Hemidactylus_mabouia,Oviparous,Hemidactylus,Gekkonidae,58.2,22.5,1.8,1.4,-4.242,2.761,156.4,57.9,0.6,-0.51,4.28,0.31,2,1,2,1.7,22.53,-3.95,Cathemeral,sit and wait,Carnivorous,Hemidactylus_mabouia
Hemidactylus_platyurus,Oviparous,Hemidactylus,Gekkonidae,54.5,22,1.7,1.3,-4.242,2.761,146.2,56.5,0.6,-0.54,3.57,0.29,2,1,2,2,102.02,14.24,Cathemeral,sit and wait,Carnivorous,Hemidactylus_platyurus
Hemidactylus_turcicus,Oviparous,Hemidactylus,Gekkonidae,48,23.5,1.7,1.4,-4.242,2.761,128.3,60.6,0.4,-0.46,2.51,0.35,3,1,2,2,25.84,30.18,Nocturnal,mixed,Carnivorous,Hemidactylus_turcicus
Hemiphyllodactylus_typus,Oviparous,Hemiphyllodactylus,Gekkonidae,39.2,17.2,1.6,1.2,-4.242,2.761,104,43.2,0.2,-0.83,1.44,0.15,2,1,2,2,114.1,2.12,Nocturnal,widely foraging,Carnivorous,Hemiphyllodactylus_typus
Heremites_vittatus,Viviparous,Heremites,Scincidae,71.2,26,1.9,1.4,-5.125,3.229,224.8,78.8,0.9,-0.56,7.19,0.28,10,1,5.2,4.5,29.41,35.93,Diurnal,sit and wait,Carnivorous,Heremites_vittatus
Hesperoedura_reticulata,Oviparous,Hesperoedura,Diplodactylidae,64.3,26,1.8,1.4,-4.804,3.057,191.8,74.7,0.7,-0.48,5.29,0.33,3,2,2.1,2,118.74,-32.55,Nocturnal,sit and wait,Omnivorous,Hesperoedura_reticulata
Heteronotia_binoei,Oviparous,Heteronotia,Gekkonidae,48.1,19.5,1.7,1.3,-4.242,2.761,128.6,49.6,0.4,-0.68,2.53,0.21,2,1,2,2,134.05,-24.87,Nocturnal,mixed,Carnivorous,Heteronotia_binoei
Holbrookia_maculata,Oviparous,Holbrookia,Phrynosomatidae,54.2,21,1.7,1.3,-3.855,2.677,141.2,52.4,0.8,-0.32,6.12,0.48,12,1,10.8,3.5,-103.94,33.43,Diurnal,sit and wait,Carnivorous,Holbrookia_maculata
Holbrookia_propinqua,Oviparous,Holbrookia,Phrynosomatidae,51.7,26.5,1.7,1.4,-3.855,2.677,134.5,67.1,0.7,-0.04,5.40,0.90,7,2,4.7,2.8,-98.21,27.93,Diurnal,sit and wait,Carnivorous,Holbrookia_propinqua
Holcosus_festivus,Oviparous,Holcosus,Teiidae,88,37,1.9,1.6,-4.747,3.11,268.9,110.3,1.3,0.13,19.97,1.35,10,1,3.5,2,-81.78,10.92,Diurnal,widely foraging,Carnivorous,Holcosus_festivus
Holcosus_quadrilineatus,Oviparous,Holcosus,Teiidae,69.1,31,1.8,1.5,-4.747,3.11,210.2,91.7,1.0,-0.11,9.41,0.78,4,1,2.1,2,-82.7,9.04,Diurnal,widely foraging,Carnivorous,Holcosus_quadrilineatus
Holcosus_undulatus,Oviparous,Holcosus,Teiidae,92,34.7,2.0,1.5,-4.747,3.11,281.4,103.2,1.4,0.04,22.93,1.11,9,1,5.3,3.3,-93.99,17.7,Diurnal,widely foraging,Carnivorous,Holcosus_undulatus
Homonota_darwinii,Oviparous,Homonota,Phyllodactylidae,40.7,21.1,1.6,1.3,-4.482,2.945,115.4,57.7,0.3,-0.58,1.81,0.26,1,1,1,1,-68.67,-43.32,Nocturnal,sit and wait,Carnivorous,Homonota_darwinii
Homopholis_walbergii,Oviparous,Homopholis,Gekkonidae,94.6,22.5,2.0,1.4,-4.242,2.761,256.9,57.9,1.2,-0.51,16.35,0.31,2,2,2,2,31.59,-24.52,Cathemeral,sit and wait,Carnivorous,Homopholis_walbergii
Iberolacerta_aranica,Oviparous,Iberolacerta,Lacertidae,57.1,25.4,1.8,1.4,-4.543,2.951,164,70.4,0.6,-0.40,4.37,0.40,5,2,3.4,2.5,1.11,42.78,Diurnal,widely foraging,Carnivorous,Iberolacerta_aranica
Iberolacerta_bonnali,Oviparous,Iberolacerta,Lacertidae,55.9,24.4,1.7,1.4,-4.543,2.951,160.4,67.5,0.6,-0.45,4.11,0.36,4,1,3,3,0.37,42.72,Diurnal,widely foraging,Carnivorous,Iberolacerta_bonnali
Iberolacerta_cyreni,Oviparous,Iberolacerta,Lacertidae,73.9,26.5,1.9,1.4,-4.543,2.951,213.5,73.7,1.0,-0.34,9.36,0.45,9,2,7.2,5.4,-4.6,40.58,Diurnal,widely foraging,Carnivorous,Iberolacerta_cyreni
Iberolacerta_horvathi,Oviparous,Iberolacerta,Lacertidae,56.5,24.8,1.8,1.4,-4.543,2.951,162.2,68.6,0.6,-0.43,4.24,0.37,10,1,3.7,3.3,14.16,45.77,Diurnal,widely foraging,Carnivorous,Iberolacerta_horvathi
Iberolacerta_monticola,Oviparous,Iberolacerta,Lacertidae,66.3,24.1,1.8,1.4,-4.543,2.951,191.1,66.6,0.8,-0.46,6.80,0.34,10,2,7.2,5.4,-5.39,42.79,Diurnal,widely foraging,Carnivorous,Iberolacerta_monticola
Ichnotropis_capensis,Oviparous,Ichnotropis,Lacertidae,53.9,20,1.7,1.3,-4.543,2.951,154.5,54.5,0.6,-0.70,3.69,0.20,12,3,6.3,5.9,24.57,-16.24,Diurnal,widely foraging,Carnivorous,Ichnotropis_capensis
Intellagama_lesueurii,Oviparous,Intellagama,Agamidae,209.7,47,2.3,1.7,-4.686,3.105,646.4,141.2,2.5,0.51,333.09,3.21,24,3,12,7.4,149.02,-28.61,Diurnal,widely foraging,Omnivorous,Intellagama_lesueurii
Iphisa_elegans,Oviparous,Iphisa,Gymnophthalmidae,53.1,27,1.7,1.4,-5.178,3.302,170.2,84,0.5,-0.45,3.30,0.35,2,1,2,2,-63.42,-4.38,Diurnal,widely foraging,Carnivorous,Iphisa_elegans
Japalura_swinhonis,Oviparous,Japalura,Agamidae,67.7,21,1.8,1.3,-4.686,3.105,205.5,60.5,1.0,-0.58,9.95,0.26,8,2,4.6,3.3,120.92,23.69,Diurnal,sit and wait,Carnivorous,Japalura_swinhonis
Kentropyx_altamazonica,Oviparous,Kentropyx,Teiidae,86.7,31.9,1.9,1.5,-4.747,3.11,264.9,94.5,1.3,-0.07,19.07,0.85,9,2,7,5.3,-66.74,-6.14,Diurnal,widely foraging,Carnivorous,Kentropyx_altamazonica
Kentropyx_calcarata,Oviparous,Kentropyx,Teiidae,91.4,33.5,2.0,1.5,-4.747,3.11,279.5,99.4,1.4,0.00,22.47,0.99,10,1,6.7,3,-56.59,-5.59,Diurnal,widely foraging,Carnivorous,Kentropyx_calcarata
Kentropyx_pelviceps,Oviparous,Kentropyx,Teiidae,101.7,37.5,2.0,1.6,-4.747,3.11,311.5,111.9,1.5,0.15,31.32,1.41,8,2,6.5,2.6,-69.83,-4.82,Diurnal,widely foraging,Carnivorous,Kentropyx_pelviceps
Kentropyx_striata,Oviparous,Kentropyx,Teiidae,82.3,30.5,1.9,1.5,-4.747,3.11,251.2,90.1,1.2,-0.13,16.21,0.74,12,2,5.8,2.3,-60.44,3.22,Diurnal,widely foraging,Carnivorous,Kentropyx_striata
Lacerta_agilis,Oviparous,Lacerta,Lacertidae,77.6,27,1.9,1.4,-4.543,2.951,224.5,75.1,1.0,-0.32,10.81,0.48,21,1,11.5,5.3,53.43,52.17,Diurnal,widely foraging,Carnivorous,Lacerta_agilis
Lacerta_media,Oviparous,Lacerta,Lacertidae,113.7,32,2.1,1.5,-4.543,2.951,331,89.9,1.5,-0.10,33.38,0.79,18,1,12.4,10,42.89,38.04,Diurnal,widely foraging,Carnivorous,Lacerta_media
Lacerta_trilineata,Oviparous,Lacerta,Lacertidae,110.7,42,2.0,1.6,-4.543,2.951,322.1,119.4,1.5,0.25,30.85,1.77,30,3,10,8,25.96,40.5,Diurnal,widely foraging,Omnivorous,Lacerta_trilineata
Lacerta_viridis,Oviparous,Lacerta,Lacertidae,102.4,32.5,2.0,1.5,-4.543,2.951,297.6,91.4,1.4,-0.08,24.51,0.83,24,4,12.9,5.1,24.12,45.45,Diurnal,widely foraging,Omnivorous,Lacerta_viridis
Lamprolepis_smaragdina,Oviparous,Lamprolepis,Scincidae,89,36,1.9,1.6,-5.125,3.229,282.3,111.1,1.2,-0.10,14.78,0.79,6,1,2.2,1.9,129.67,2.71,Diurnal,widely foraging,Omnivorous,Lamprolepis_smaragdina
Lampropholis_coggeri,Oviparous,Lampropholis,Scincidae,36.8,17,1.6,1.2,-5.125,3.229,113.7,49.8,-0.1,-1.15,0.85,0.07,3,2,2.4,2.4,145.5,-17.51,Diurnal,widely foraging,Carnivorous,Lampropholis_coggeri
Lampropholis_delicata,Oviparous,Lampropholis,Scincidae,40,17.6,1.6,1.2,-5.125,3.229,124,51.7,0.0,-1.10,1.12,0.08,8,1,4.7,2,148.44,-29.41,Diurnal,mixed,Carnivorous,Lampropholis_delicata
Lampropholis_guichenoti,Oviparous,Lampropholis,Scincidae,40.5,19,1.6,1.3,-5.125,3.229,125.6,56.2,0.1,-1.00,1.16,0.10,6,1,3.8,1.8,147.72,-34.08,Diurnal,widely foraging,Carnivorous,Lampropholis_guichenoti
Lankascincus_fallax,Oviparous,Lankascincus,Scincidae,39.2,18.3,1.6,1.3,-5.125,3.229,121.5,54,0.0,-1.05,1.05,0.09,2,1,2,1.8,80.71,7.65,Diurnal,widely foraging,Carnivorous,Lankascincus_fallax
Latastia_longicaudata,Oviparous,Latastia,Lacertidae,85.5,32.5,1.9,1.5,-4.543,2.951,247.8,91.4,1.2,-0.08,14.40,0.83,10,3,6.8,6.8,24,12.48,Diurnal,mixed,Carnivorous,Latastia_longicaudata
Laudakia_tuberculata,Oviparous,Laudakia,Agamidae,112.9,30.5,2.1,1.5,-4.686,3.105,345.9,90,1.7,-0.08,48.71,0.84,15,4,9.9,8.9,77.67,32.36,Diurnal,mixed,Omnivorous,Laudakia_tuberculata
Leiocephalus_carinatus,Oviparous,Leiocephalus,Leiocephalidae,91.1,34,2.0,1.5,-5.033,3.243,290.4,105.2,1.3,-0.07,20.98,0.86,11,1,4.1,4,-78.75,21.91,Diurnal,sit and wait,Omnivorous,Leiocephalus_carinatus
Leiocephalus_psammodromus,Oviparous,Leiocephalus,Leiocephalidae,74.9,32.5,1.9,1.5,-5.033,3.243,237.9,100.4,1.0,-0.13,11.12,0.74,3,1,1.7,1.7,-71.85,21.74,Diurnal,sit and wait,Omnivorous,Leiocephalus_psammodromus
Leiocephalus_schreibersii,Oviparous,Leiocephalus,Leiocephalidae,59.7,29.5,1.8,1.5,-5.033,3.243,188.6,90.6,0.7,-0.27,5.33,0.54,4,1,2.5,2.5,-71.97,19.05,Diurnal,sit and wait,Carnivorous,Leiocephalus_schreibersii
Leiocephalus_semilineatus,Oviparous,Leiocephalus,Leiocephalidae,42.2,25,1.6,1.4,-5.033,3.243,131.8,76,0.2,-0.50,1.73,0.32,4,1,1.8,1.8,-71.2,18.51,Diurnal,sit and wait,Carnivorous,Leiocephalus_semilineatus
Leiocephalus_stictigaster,Oviparous,Leiocephalus,Leiocephalidae,55.1,22.8,1.7,1.4,-5.033,3.243,173.7,68.9,0.6,-0.63,4.11,0.23,2,1,1.3,1.3,-78.92,21.57,Diurnal,sit and wait,Omnivorous,Leiocephalus_stictigaster
Lepidoblepharis_xanthostigma,Oviparous,Lepidoblepharis,Sphaerodactylidae,34.5,13,1.5,1.1,-4.558,2.97,97.9,34.1,0.0,-1.25,1.02,0.06,1,1,1,1,-78.45,8.17,Diurnal,sit and wait,Carnivorous,Lepidoblepharis_xanthostigma
Lepidodactylus_lugubris,Oviparous,Lepidodactylus,Gekkonidae,40.6,17.5,1.6,1.2,-4.242,2.761,107.9,44.1,0.2,-0.81,1.58,0.15,3,1,2,1,104.63,12.59,Nocturnal,sit and wait,Omnivorous,Lepidodactylus_lugubris
Lerista_bipes,Oviparous,Lerista,Scincidae,52.7,24.5,1.7,1.4,-5.125,3.229,165,74,0.4,-0.64,2.72,0.23,3,2,2.3,2,127.08,-22.29,Nocturnal,widely foraging,Carnivorous,Lerista_bipes
Lerista_punctatovittata,Oviparous,Lerista,Scincidae,95.3,39,2.0,1.6,-5.125,3.229,302.6,120.8,1.3,0.01,18.43,1.03,5,1,3.3,1,145.15,-30.08,Cathemeral,widely foraging,Carnivorous,Lerista_punctatovittata
Lialis_burtonis,Oviparous,Lialis,Pygopodidae,199.3,70.5,2.3,1.8,-2.039,1.371,271.2,94.6,1.1,0.49,12.99,3.13,3,1,2,1.7,134.33,-25.05,Cathemeral,mixed,Carnivorous,Lialis_burtonis
